,PATCODE
13585,16.0
13586,17.0
13587,18.0
13588,19.0
13589,20.0
13590,21.0
13591,22.0
13592,23.0
13593,24.0
13594,25.0
13595,26.0
13596,27.0
13597,28.0
13598,29.0
13599,30.0
13600,1.0
13601,2.0
13602,3.0
13603,4.0
13604,5.0
13605,6.0
13606,7.0
13607,8.0
13608,9.0
13609,10.0
13610,11.0
13611,12.0
13612,13.0
13613,14.0
13614,15.0
13615,16.0
13616,17.0
13617,18.0
13618,19.0
13619,20.0
13620,21.0
13621,22.0
13622,23.0
13623,24.0
13624,25.0
13625,26.0
13626,27.0
13627,28.0
13628,29.0
13629,30.0
13630,31.0
13631,32.0
13632,33.0
13633,34.0
13634,35.0
13635,36.0
13636,37.0
13637,38.0
13638,39.0
13639,40.0
13640,41.0
13641,42.0
13642,43.0
13643,44.0
13644,45.0
13645,46.0
13646,47.0
13647,48.0
13648,49.0
13649,50.0
13650,51.0
13651,52.0
13652,53.0
13653,54.0
13654,55.0
13655,56.0
13656,57.0
13657,58.0
13658,59.0
13659,60.0
13660,61.0
13661,62.0
13662,63.0
13663,64.0
13664,65.0
13665,66.0
13666,67.0
13667,68.0
13668,69.0
13669,70.0
13670,71.0
13671,72.0
13672,73.0
13673,74.0
13674,75.0
13675,76.0
13676,77.0
13677,78.0
13678,79.0
13679,80.0
13680,81.0
13681,82.0
13682,83.0
13683,84.0
13684,85.0
13685,86.0
13686,87.0
13687,88.0
13688,89.0
13689,90.0
13690,91.0
13691,92.0
13692,93.0
13693,94.0
13694,95.0
13695,96.0
13696,97.0
13697,98.0
13698,99.0
13699,100.0
13700,101.0
13701,102.0
13702,103.0
13703,104.0
13704,105.0
13705,106.0
13706,107.0
13707,108.0
13708,109.0
13709,1.0
13710,2.0
13711,3.0
13712,4.0
13713,5.0
13714,6.0
13715,7.0
13716,8.0
13717,9.0
13718,10.0
13719,11.0
13720,12.0
13721,13.0
13722,14.0
13723,15.0
13724,16.0
13725,17.0
13726,18.0
13727,19.0
13728,20.0
13729,21.0
13730,22.0
13731,23.0
13732,24.0
13733,25.0
13734,26.0
13735,27.0
13736,28.0
13737,29.0
13738,30.0
13739,31.0
13740,32.0
13741,33.0
13742,34.0
13743,35.0
13744,36.0
13745,37.0
13746,38.0
13747,39.0
13748,40.0
13749,41.0
13750,42.0
13751,43.0
13752,44.0
13753,45.0
13754,46.0
13755,47.0
13756,48.0
13757,49.0
13758,50.0
13759,51.0
13760,52.0
13761,53.0
13762,54.0
13763,55.0
13764,56.0
13765,57.0
13766,58.0
13767,59.0
13768,60.0
13769,61.0
13770,62.0
13771,63.0
13772,64.0
13773,65.0
13774,66.0
13775,67.0
13776,68.0
13777,69.0
13778,70.0
13779,71.0
13780,72.0
13781,73.0
13782,74.0
13783,75.0
13784,76.0
13785,77.0
13786,78.0
13787,79.0
13788,80.0
13789,81.0
13790,82.0
13791,83.0
13792,84.0
13793,85.0
13794,86.0
13795,87.0
13796,88.0
13797,1.0
13798,2.0
13799,3.0
13800,4.0
13801,5.0
13802,6.0
13803,7.0
13804,8.0
13805,9.0
13806,10.0
13807,11.0
13808,12.0
13809,13.0
13810,14.0
13811,15.0
13812,16.0
13813,17.0
13814,18.0
13815,19.0
13816,20.0
13817,21.0
13818,22.0
13819,23.0
13820,24.0
13821,25.0
13822,26.0
13823,27.0
13824,28.0
13825,29.0
13826,30.0
13827,31.0
13828,32.0
13829,33.0
13830,34.0
13831,35.0
13832,36.0
13833,37.0
13834,38.0
13835,39.0
13836,40.0
13837,41.0
13838,42.0
13839,43.0
13840,44.0
13841,45.0
13842,46.0
13843,47.0
13844,48.0
13845,49.0
13846,50.0
13847,51.0
13848,52.0
13849,53.0
13850,54.0
13851,55.0
13852,56.0
13853,57.0
13854,58.0
13855,59.0
13856,60.0
13857,61.0
13858,62.0
13859,63.0
13860,64.0
13861,65.0
13862,66.0
13863,67.0
13864,68.0
13865,69.0
13866,70.0
13867,71.0
13868,72.0
13869,73.0
13870,74.0
13871,75.0
13872,76.0
13873,77.0
13874,78.0
13875,79.0
13876,80.0
13877,81.0
13878,82.0
13879,83.0
13880,84.0
13881,85.0
13882,86.0
13883,87.0
13884,88.0
13885,89.0
13886,90.0
13887,91.0
13888,92.0
13889,93.0
13890,94.0
13891,95.0
13892,96.0
13893,97.0
13894,98.0
13895,99.0
13896,100.0
13897,101.0
13898,1.0
13899,2.0
13900,3.0
13901,4.0
13902,5.0
13903,6.0
13904,7.0
13905,8.0
13906,9.0
13907,10.0
13908,11.0
13909,12.0
13910,13.0
13911,14.0
13912,15.0
13913,16.0
13914,17.0
13915,18.0
13916,19.0
13917,20.0
13918,21.0
13919,22.0
13920,23.0
13921,24.0
13922,25.0
13923,26.0
13924,27.0
13925,28.0
13926,29.0
13927,30.0
13928,31.0
13929,32.0
13930,33.0
13931,34.0
13932,35.0
13933,36.0
13934,37.0
13935,38.0
13936,39.0
13937,40.0
13938,41.0
13939,42.0
13940,43.0
13941,44.0
13942,45.0
13943,46.0
13944,47.0
13945,48.0
13946,49.0
13947,50.0
13948,51.0
13949,52.0
13950,53.0
13951,54.0
13952,55.0
13953,56.0
13954,57.0
13955,58.0
13956,59.0
13957,60.0
13958,61.0
13959,62.0
13960,63.0
13961,64.0
13962,65.0
13963,66.0
13964,67.0
13965,68.0
13966,69.0
13967,70.0
13968,71.0
13969,72.0
13970,73.0
13971,74.0
13972,75.0
13973,76.0
13974,77.0
13975,78.0
13976,79.0
13977,80.0
13978,81.0
13979,82.0
13980,83.0
13981,84.0
13982,85.0
13983,86.0
13984,87.0
13985,88.0
13986,89.0
13987,90.0
13988,91.0
13989,92.0
13990,93.0
13991,94.0
13992,1.0
13993,2.0
13994,3.0
13995,4.0
13996,5.0
13997,6.0
13998,7.0
13999,8.0
14000,9.0
14001,10.0
14002,1.0
14003,2.0
14004,3.0
14005,4.0
14006,5.0
14007,6.0
14008,7.0
14009,8.0
14010,9.0
14011,10.0
14012,11.0
14013,12.0
14014,13.0
14015,14.0
14016,15.0
14017,16.0
14018,17.0
14019,18.0
14020,19.0
14021,20.0
14022,21.0
14023,22.0
14024,23.0
14025,24.0
14026,25.0
14027,26.0
14028,27.0
14029,28.0
14030,29.0
14031,30.0
14032,31.0
14033,32.0
14034,33.0
14035,34.0
14036,35.0
14037,36.0
14038,37.0
14039,38.0
14040,39.0
14041,40.0
14042,41.0
14043,42.0
14044,43.0
14045,44.0
14046,45.0
14047,46.0
14048,47.0
14049,48.0
14050,49.0
14051,50.0
14052,51.0
14053,52.0
14054,53.0
14055,54.0
14056,55.0
14057,56.0
14058,57.0
14059,58.0
14060,59.0
14061,60.0
14062,61.0
14063,62.0
14064,63.0
14065,64.0
14066,65.0
14067,66.0
14068,67.0
14069,68.0
14070,69.0
14071,70.0
14072,71.0
14073,72.0
14074,73.0
14075,74.0
14076,75.0
14077,76.0
14078,77.0
14079,78.0
14080,79.0
14081,80.0
14082,81.0
14083,82.0
14084,83.0
14085,84.0
14086,85.0
14087,1.0
14088,2.0
14089,3.0
14090,4.0
14091,5.0
14092,6.0
14093,7.0
14094,8.0
14095,9.0
14096,10.0
14097,11.0
14098,12.0
14099,13.0
14100,14.0
14101,15.0
14102,16.0
14103,17.0
14104,18.0
14105,19.0
14106,20.0
14107,21.0
14108,22.0
14109,23.0
14110,24.0
14111,25.0
14112,26.0
14113,27.0
14114,28.0
14115,29.0
14116,30.0
14117,31.0
14118,32.0
14119,33.0
14120,34.0
14121,35.0
14122,36.0
14123,37.0
14124,38.0
14125,39.0
14126,40.0
14127,41.0
14128,42.0
14129,43.0
14130,44.0
14131,45.0
14132,46.0
14133,47.0
14134,48.0
14135,49.0
14136,50.0
14137,51.0
14138,52.0
14139,53.0
14140,54.0
14141,55.0
14142,56.0
14143,57.0
14144,58.0
14145,59.0
14146,60.0
14147,61.0
14148,62.0
14149,63.0
14150,64.0
14151,65.0
14152,66.0
14153,67.0
14154,68.0
14155,69.0
14156,70.0
14157,71.0
14158,72.0
14159,73.0
14160,74.0
14161,75.0
14162,76.0
14163,77.0
14164,78.0
14165,79.0
14166,80.0
14167,81.0
14168,82.0
14169,83.0
14170,84.0
14171,85.0
14172,86.0
14173,87.0
14174,88.0
14175,89.0
14176,90.0
14177,91.0
14178,92.0
14179,93.0
14180,94.0
14181,95.0
14182,96.0
14183,97.0
14184,98.0
14185,99.0
14186,100.0
14187,101.0
14188,102.0
14189,103.0
14190,104.0
14191,105.0
14192,106.0
14193,107.0
14194,108.0
14195,109.0
14196,110.0
14197,1.0
14198,2.0
14199,3.0
14200,4.0
14201,5.0
14202,6.0
14203,7.0
14204,8.0
14205,9.0
14206,10.0
14207,11.0
14208,12.0
14209,13.0
14210,14.0
14211,15.0
14212,16.0
14213,17.0
14214,18.0
14215,19.0
14216,20.0
14217,21.0
14218,22.0
14219,23.0
14220,24.0
14221,25.0
14222,26.0
14223,27.0
14224,28.0
14225,29.0
14226,30.0
14227,31.0
14228,1.0
14229,2.0
14230,3.0
14231,4.0
14232,5.0
14233,6.0
14234,7.0
14235,8.0
14236,9.0
14237,10.0
14238,11.0
14239,12.0
14240,13.0
14241,14.0
14242,15.0
14243,16.0
14244,17.0
14245,18.0
14246,19.0
14247,20.0
14248,21.0
14249,22.0
14250,23.0
14251,24.0
14252,25.0
14253,26.0
14254,27.0
14255,28.0
14256,29.0
14257,30.0
14258,31.0
14259,32.0
14260,33.0
14261,34.0
14262,35.0
14263,36.0
14264,37.0
14265,38.0
14266,39.0
14267,40.0
14268,41.0
14269,42.0
14270,43.0
14271,44.0
14272,45.0
14273,46.0
14274,47.0
14275,48.0
14276,49.0
14277,50.0
14278,51.0
14279,52.0
14280,53.0
14281,54.0
14282,55.0
14283,56.0
14284,57.0
14285,58.0
14286,59.0
14287,60.0
14288,61.0
14289,62.0
14290,63.0
14291,64.0
14292,65.0
14293,66.0
14294,67.0
14295,68.0
14296,69.0
14297,70.0
14298,1.0
14299,2.0
14300,3.0
14301,4.0
14302,5.0
14303,6.0
14304,7.0
14305,8.0
14306,9.0
14307,10.0
14308,11.0
14309,12.0
14310,13.0
14311,14.0
14312,15.0
14313,16.0
14314,17.0
14315,18.0
14316,19.0
14317,20.0
14318,21.0
14319,22.0
14320,23.0
14321,24.0
14322,25.0
14323,26.0
14324,27.0
14325,28.0
14326,29.0
14327,30.0
14328,31.0
14329,32.0
14330,33.0
14331,34.0
14332,35.0
14333,36.0
14334,37.0
14335,38.0
14336,39.0
14337,40.0
14338,41.0
14339,42.0
14340,43.0
14341,44.0
14342,45.0
14343,46.0
14344,47.0
14345,48.0
14346,49.0
14347,50.0
14348,51.0
14349,52.0
14350,53.0
14351,54.0
14352,55.0
14353,56.0
14354,57.0
14355,58.0
14356,59.0
14357,60.0
14358,61.0
14359,62.0
14360,63.0
14361,64.0
14362,65.0
14363,66.0
14364,67.0
14365,68.0
14366,69.0
14367,70.0
14368,71.0
14369,72.0
14370,73.0
14371,74.0
14372,75.0
14373,76.0
14374,77.0
14375,78.0
14376,79.0
14377,80.0
14378,81.0
14379,82.0
14380,83.0
14381,84.0
14382,85.0
14383,86.0
14384,87.0
14385,88.0
14386,89.0
14387,90.0
14388,91.0
14389,92.0
14390,93.0
14391,94.0
14392,95.0
14393,96.0
14394,97.0
14395,98.0
14396,99.0
14397,1.0
14398,2.0
14399,3.0
14400,4.0
14401,5.0
14402,6.0
14403,7.0
14404,8.0
14405,9.0
14406,10.0
14407,11.0
14408,12.0
14409,13.0
14410,14.0
14411,15.0
14412,16.0
14413,17.0
14414,18.0
14415,19.0
14416,20.0
14417,21.0
14418,22.0
14419,23.0
14420,24.0
14421,25.0
14422,26.0
14423,27.0
14424,28.0
14425,29.0
14426,30.0
14427,31.0
14428,32.0
14429,33.0
14430,34.0
14431,35.0
14432,36.0
14433,37.0
14434,38.0
14435,39.0
14436,40.0
14437,41.0
14438,42.0
14439,43.0
14440,44.0
14441,45.0
14442,46.0
14443,47.0
14444,48.0
14445,49.0
14446,50.0
14447,51.0
14448,52.0
14449,53.0
14450,54.0
14451,55.0
14452,56.0
14453,57.0
14454,58.0
14455,59.0
14456,60.0
14457,61.0
14458,62.0
14459,63.0
14460,64.0
14461,65.0
14462,66.0
14463,67.0
14464,68.0
14465,69.0
14466,70.0
14467,71.0
14468,72.0
14469,73.0
14470,74.0
14471,75.0
14472,76.0
14473,77.0
14474,78.0
14475,79.0
14476,80.0
14477,81.0
14478,82.0
14479,83.0
14480,84.0
14481,85.0
14482,86.0
14483,87.0
14484,88.0
14485,89.0
14486,90.0
14487,91.0
14488,92.0
14489,93.0
14490,94.0
14491,95.0
14492,96.0
14493,97.0
14494,98.0
14495,99.0
14496,100.0
14497,101.0
14498,102.0
14499,103.0
14500,104.0
14501,105.0
14502,1.0
14503,2.0
14504,3.0
14505,4.0
14506,5.0
14507,6.0
14508,7.0
14509,8.0
14510,9.0
14511,10.0
14512,11.0
14513,12.0
14514,13.0
14515,14.0
14516,15.0
14517,16.0
14518,17.0
14519,18.0
14520,19.0
14521,20.0
14522,21.0
14523,22.0
14524,23.0
14525,24.0
14526,25.0
14527,26.0
14528,27.0
14529,28.0
14530,29.0
14531,30.0
14532,31.0
14533,32.0
14534,33.0
14535,34.0
14536,35.0
14537,36.0
14538,37.0
14539,38.0
14540,1.0
14541,2.0
14542,3.0
14543,4.0
14544,5.0
14545,6.0
14546,7.0
14547,8.0
14548,9.0
14549,10.0
14550,11.0
14551,12.0
14552,13.0
14553,14.0
14554,15.0
14555,16.0
14556,17.0
14557,18.0
14558,19.0
14559,20.0
14560,21.0
14561,22.0
14562,23.0
14563,24.0
14564,25.0
14565,26.0
14566,27.0
14567,28.0
14568,29.0
14569,30.0
14570,31.0
14571,32.0
14572,33.0
14573,34.0
14574,35.0
14575,36.0
14576,37.0
14577,1.0
14578,2.0
14579,3.0
14580,4.0
14581,5.0
14582,6.0
14583,7.0
14584,8.0
14585,9.0
14586,10.0
14587,11.0
14588,12.0
14589,13.0
14590,14.0
14591,15.0
14592,16.0
14593,17.0
14594,18.0
14595,19.0
14596,20.0
14597,21.0
14598,22.0
14599,23.0
14600,24.0
14601,25.0
14602,26.0
14603,27.0
14604,28.0
14605,29.0
14606,30.0
14607,31.0
14608,32.0
14609,33.0
14610,34.0
14611,35.0
14612,36.0
14613,37.0
14614,38.0
14615,39.0
14616,40.0
14617,41.0
14618,42.0
14619,43.0
14620,44.0
14621,45.0
14622,46.0
14623,47.0
14624,48.0
14625,49.0
14626,50.0
14627,51.0
14628,52.0
14629,53.0
14630,54.0
14631,55.0
14632,56.0
14633,57.0
14634,58.0
14635,59.0
14636,60.0
14637,61.0
14638,62.0
14639,63.0
14640,64.0
14641,65.0
14642,66.0
14643,67.0
14644,68.0
14645,69.0
14646,70.0
14647,71.0
14648,72.0
14649,73.0
14650,74.0
14651,75.0
14652,76.0
14653,77.0
14654,78.0
14655,79.0
14656,80.0
14657,81.0
14658,82.0
14659,83.0
14660,84.0
14661,85.0
14662,86.0
14663,87.0
14664,88.0
14665,89.0
14666,90.0
14667,91.0
14668,1.0
14669,2.0
14670,3.0
14671,4.0
14672,5.0
14673,6.0
14674,7.0
14675,8.0
14676,9.0
14677,10.0
14678,11.0
14679,12.0
14680,13.0
14681,14.0
14682,15.0
14683,16.0
14684,17.0
14685,18.0
14686,19.0
14687,20.0
14688,21.0
14689,22.0
14690,23.0
14691,24.0
14692,25.0
14693,26.0
14694,27.0
14695,28.0
14696,29.0
14697,30.0
14698,31.0
14699,32.0
14700,33.0
14701,34.0
14702,35.0
14703,36.0
14704,37.0
14705,38.0
14706,39.0
14707,40.0
14708,41.0
14709,42.0
14710,43.0
14711,44.0
14712,45.0
14713,46.0
14714,47.0
14715,48.0
14716,49.0
14717,50.0
14718,51.0
14719,52.0
14720,53.0
14721,54.0
14722,55.0
14723,56.0
14724,57.0
14725,58.0
14726,59.0
14727,60.0
14728,61.0
14729,62.0
14730,63.0
14731,64.0
14732,65.0
14733,66.0
14734,67.0
14735,68.0
14736,69.0
14737,70.0
14738,1.0
14739,2.0
14740,3.0
14741,4.0
14742,5.0
14743,6.0
14744,7.0
14745,8.0
14746,9.0
14747,10.0
14748,11.0
14749,12.0
14750,13.0
14751,14.0
14752,15.0
14753,16.0
14754,17.0
14755,18.0
14756,19.0
14757,20.0
14758,21.0
14759,22.0
14760,23.0
14761,24.0
14762,25.0
14763,26.0
14764,27.0
14765,28.0
14766,29.0
14767,30.0
14768,31.0
14769,32.0
14770,33.0
14771,34.0
14772,35.0
14773,36.0
14774,37.0
14775,38.0
14776,39.0
14777,40.0
14778,41.0
14779,42.0
14780,43.0
14781,44.0
14782,45.0
14783,46.0
14784,47.0
14785,48.0
14786,1.0
14787,2.0
14788,3.0
14789,4.0
14790,5.0
14791,6.0
14792,7.0
14793,8.0
14794,9.0
14795,10.0
14796,11.0
14797,12.0
14798,13.0
14799,14.0
14800,15.0
14801,16.0
14802,17.0
14803,18.0
14804,19.0
14805,20.0
14806,21.0
14807,22.0
14808,23.0
14809,24.0
14810,25.0
14811,26.0
14812,27.0
14813,28.0
14814,29.0
14815,30.0
14816,31.0
14817,32.0
14818,33.0
14819,34.0
14820,35.0
14821,36.0
14822,37.0
14823,38.0
14824,39.0
14825,40.0
14826,41.0
14827,42.0
14828,43.0
14829,44.0
14830,45.0
14831,46.0
14832,47.0
14833,48.0
14834,49.0
14835,50.0
14836,51.0
14837,52.0
14838,53.0
14839,54.0
14840,55.0
14841,56.0
14842,57.0
14843,58.0
14844,59.0
14845,60.0
14846,61.0
14847,62.0
14848,63.0
14849,64.0
14850,65.0
14851,66.0
14852,67.0
14853,68.0
14854,69.0
14855,70.0
14856,71.0
14857,72.0
14858,73.0
14859,74.0
14860,75.0
14861,76.0
14862,77.0
14863,78.0
14864,79.0
14865,80.0
14866,81.0
14867,82.0
14868,83.0
14869,84.0
14870,85.0
14871,86.0
14872,87.0
14873,88.0
14874,89.0
14875,90.0
14876,91.0
14877,92.0
14878,93.0
14879,94.0
14880,95.0
14881,96.0
14882,97.0
14883,98.0
14884,99.0
14885,100.0
14886,101.0
14887,102.0
14888,103.0
14889,104.0
14890,105.0
14891,106.0
14892,107.0
14893,108.0
14894,109.0
14895,110.0
14896,111.0
14897,112.0
14898,113.0
14899,114.0
14900,115.0
14901,116.0
14902,117.0
14903,1.0
14904,2.0
14905,3.0
14906,4.0
14907,5.0
14908,6.0
14909,7.0
14910,8.0
14911,9.0
14912,10.0
14913,1.0
14914,2.0
14915,3.0
14916,4.0
14917,5.0
14918,6.0
14919,7.0
14920,8.0
14921,9.0
14922,10.0
14923,11.0
14924,12.0
14925,13.0
14926,14.0
14927,15.0
14928,16.0
14929,17.0
14930,18.0
14931,19.0
14932,20.0
14933,21.0
14934,22.0
14935,23.0
14936,24.0
14937,25.0
14938,26.0
14939,27.0
14940,28.0
14941,29.0
14942,30.0
14943,31.0
14944,32.0
14945,33.0
14946,34.0
14947,35.0
14948,36.0
14949,37.0
14950,38.0
14951,39.0
14952,40.0
14953,41.0
14954,42.0
14955,43.0
14956,44.0
14957,45.0
14958,46.0
14959,47.0
14960,48.0
14961,49.0
14962,50.0
14963,51.0
14964,52.0
14965,53.0
14966,54.0
14967,55.0
14968,56.0
14969,57.0
14970,58.0
14971,59.0
14972,60.0
14973,61.0
14974,62.0
14975,63.0
14976,64.0
14977,65.0
14978,66.0
14979,67.0
14980,68.0
14981,69.0
14982,70.0
14983,71.0
14984,72.0
14985,73.0
14986,74.0
14987,75.0
14988,76.0
14989,77.0
14990,78.0
14991,79.0
14992,80.0
14993,81.0
14994,82.0
14995,83.0
14996,84.0
14997,85.0
14998,86.0
14999,87.0
15000,88.0
15001,89.0
15002,90.0
15003,91.0
15004,92.0
15005,93.0
15006,94.0
15007,95.0
15008,96.0
15009,97.0
15010,98.0
15011,99.0
15012,100.0
15013,101.0
15014,102.0
15015,103.0
15016,104.0
15017,105.0
15018,106.0
15019,107.0
15020,108.0
15021,109.0
15022,110.0
15023,111.0
15024,112.0
15025,113.0
15026,114.0
15027,115.0
15028,116.0
15029,117.0
15030,118.0
15031,119.0
15032,120.0
15033,121.0
15034,122.0
15035,123.0
15036,124.0
15037,125.0
15038,126.0
15039,127.0
15040,128.0
15041,129.0
15042,130.0
15043,131.0
15044,132.0
15045,1.0
15046,2.0
15047,3.0
15048,4.0
15049,5.0
15050,6.0
15051,7.0
15052,8.0
15053,9.0
15054,10.0
15055,11.0
15056,12.0
15057,13.0
15058,14.0
15059,15.0
15060,16.0
15061,17.0
15062,18.0
15063,19.0
15064,20.0
15065,21.0
15066,22.0
15067,23.0
15068,24.0
15069,25.0
15070,26.0
15071,27.0
15072,28.0
15073,29.0
15074,30.0
15075,31.0
15076,32.0
15077,33.0
15078,34.0
15079,35.0
15080,36.0
15081,37.0
15082,38.0
15083,39.0
15084,40.0
15085,41.0
15086,42.0
15087,43.0
15088,44.0
15089,45.0
15090,46.0
15091,47.0
15092,48.0
15093,49.0
15094,50.0
15095,51.0
15096,52.0
15097,53.0
15098,54.0
15099,55.0
15100,56.0
15101,57.0
15102,58.0
15103,59.0
15104,60.0
15105,61.0
15106,62.0
15107,63.0
15108,64.0
15109,65.0
15110,66.0
15111,67.0
15112,68.0
15113,69.0
15114,70.0
15115,71.0
15116,72.0
15117,73.0
15118,74.0
15119,75.0
15120,76.0
15121,77.0
15122,78.0
15123,79.0
15124,80.0
15125,81.0
15126,82.0
15127,83.0
15128,84.0
15129,85.0
15130,86.0
15131,87.0
15132,88.0
15133,89.0
15134,90.0
15135,91.0
15136,92.0
15137,93.0
15138,94.0
15139,95.0
15140,96.0
15141,97.0
15142,98.0
15143,99.0
15144,100.0
15145,101.0
15146,102.0
15147,103.0
15148,104.0
15149,105.0
15150,106.0
15151,107.0
15152,1.0
15153,2.0
15154,3.0
15155,4.0
15156,5.0
15157,6.0
15158,7.0
15159,8.0
15160,9.0
15161,10.0
15162,11.0
15163,12.0
15164,13.0
15165,14.0
15166,15.0
15167,16.0
15168,17.0
15169,18.0
15170,19.0
15171,20.0
15172,21.0
15173,22.0
15174,23.0
15175,24.0
15176,25.0
15177,26.0
15178,27.0
15179,28.0
15180,29.0
15181,30.0
15182,31.0
15183,32.0
15184,33.0
15185,34.0
15186,35.0
15187,36.0
15188,37.0
15189,38.0
15190,39.0
15191,40.0
15192,41.0
15193,42.0
15194,43.0
15195,44.0
15196,45.0
15197,46.0
15198,47.0
15199,48.0
15200,49.0
15201,50.0
15202,51.0
15203,52.0
15204,53.0
15205,54.0
15206,55.0
15207,56.0
15208,57.0
15209,58.0
15210,59.0
15211,60.0
15212,61.0
15213,62.0
15214,63.0
15215,64.0
15216,65.0
15217,66.0
15218,67.0
15219,68.0
15220,69.0
15221,70.0
15222,71.0
15223,72.0
15224,73.0
15225,74.0
15226,75.0
15227,76.0
15228,77.0
15229,78.0
15230,79.0
15231,80.0
15232,81.0
15233,82.0
15234,83.0
15235,84.0
15236,85.0
15237,86.0
15238,87.0
15239,88.0
15240,89.0
15241,90.0
15242,91.0
15243,92.0
15244,93.0
15245,94.0
15246,95.0
15247,96.0
15248,97.0
15249,98.0
15250,99.0
15251,100.0
15252,101.0
15253,102.0
15254,103.0
15255,104.0
15256,105.0
15257,106.0
15258,107.0
15259,108.0
15260,109.0
15261,110.0
15262,111.0
15263,1.0
15264,2.0
15265,3.0
15266,4.0
15267,5.0
15268,6.0
15269,7.0
15270,8.0
15271,9.0
15272,10.0
15273,11.0
15274,12.0
15275,13.0
15276,14.0
15277,15.0
15278,16.0
15279,17.0
15280,18.0
15281,19.0
15282,20.0
15283,21.0
15284,22.0
15285,23.0
15286,24.0
15287,25.0
15288,26.0
15289,27.0
15290,28.0
15291,29.0
15292,30.0
15293,31.0
15294,32.0
15295,33.0
15296,34.0
15297,35.0
15298,36.0
15299,37.0
15300,38.0
15301,39.0
15302,40.0
15303,41.0
15304,42.0
15305,43.0
15306,44.0
15307,45.0
15308,46.0
15309,47.0
15310,48.0
15311,49.0
15312,50.0
15313,51.0
15314,52.0
15315,53.0
15316,54.0
15317,55.0
15318,56.0
15319,57.0
15320,58.0
15321,59.0
15322,60.0
15323,61.0
15324,62.0
15325,63.0
15326,64.0
15327,65.0
15328,66.0
15329,67.0
15330,68.0
15331,69.0
15332,70.0
15333,71.0
15334,72.0
15335,73.0
15336,74.0
15337,75.0
15338,76.0
15339,77.0
15340,78.0
15341,79.0
15342,80.0
15343,81.0
15344,82.0
15345,83.0
15346,84.0
15347,85.0
15348,86.0
15349,87.0
15350,88.0
15351,89.0
15352,90.0
15353,91.0
15354,92.0
15355,93.0
15356,94.0
15357,95.0
15358,96.0
15359,97.0
15360,98.0
15361,99.0
15362,100.0
15363,101.0
15364,102.0
15365,103.0
15366,104.0
15367,105.0
15368,106.0
15369,107.0
15370,108.0
15371,109.0
15372,110.0
15373,1.0
15374,2.0
15375,3.0
15376,4.0
15377,5.0
15378,6.0
15379,7.0
15380,8.0
15381,9.0
15382,10.0
15383,11.0
15384,12.0
15385,13.0
15386,14.0
15387,15.0
15388,16.0
15389,17.0
15390,18.0
15391,19.0
15392,20.0
15393,21.0
15394,22.0
15395,23.0
15396,24.0
15397,25.0
15398,26.0
15399,27.0
15400,28.0
15401,29.0
15402,30.0
15403,31.0
15404,32.0
15405,33.0
15406,34.0
15407,35.0
15408,36.0
15409,37.0
15410,38.0
15411,39.0
15412,40.0
15413,41.0
15414,42.0
15415,43.0
15416,44.0
15417,45.0
15418,46.0
15419,47.0
15420,48.0
15421,49.0
15422,50.0
15423,51.0
15424,52.0
15425,53.0
15426,54.0
15427,55.0
15428,56.0
15429,57.0
15430,58.0
15431,59.0
15432,60.0
15433,61.0
15434,62.0
15435,63.0
15436,64.0
15437,65.0
15438,66.0
15439,67.0
15440,68.0
15441,69.0
15442,70.0
15443,71.0
15444,72.0
15445,73.0
15446,74.0
15447,75.0
15448,76.0
15449,77.0
15450,78.0
15451,79.0
15452,80.0
15453,81.0
15454,82.0
15455,83.0
15456,84.0
15457,85.0
15458,86.0
15459,87.0
15460,88.0
15461,89.0
15462,90.0
15463,91.0
15464,92.0
15465,93.0
15466,94.0
15467,95.0
15468,96.0
15469,97.0
15470,98.0
15471,99.0
15472,100.0
15473,101.0
15474,102.0
15475,1.0
15476,2.0
15477,3.0
15478,4.0
15479,5.0
15480,6.0
15481,7.0
15482,8.0
15483,9.0
15484,10.0
15485,11.0
15486,12.0
15487,13.0
15488,14.0
15489,15.0
15490,16.0
15491,17.0
15492,18.0
15493,19.0
15494,20.0
15495,21.0
15496,22.0
15497,23.0
15498,24.0
15499,25.0
15500,26.0
15501,27.0
15502,28.0
15503,29.0
15504,30.0
15505,31.0
15506,32.0
15507,33.0
15508,34.0
15509,35.0
15510,36.0
15511,37.0
15512,38.0
15513,39.0
15514,40.0
15515,41.0
15516,42.0
15517,43.0
15518,44.0
15519,45.0
15520,46.0
15521,47.0
15522,48.0
15523,49.0
15524,50.0
15525,51.0
15526,52.0
15527,53.0
15528,54.0
15529,55.0
15530,56.0
15531,57.0
15532,58.0
15533,59.0
15534,60.0
15535,61.0
15536,62.0
15537,63.0
15538,64.0
15539,65.0
15540,66.0
15541,67.0
15542,68.0
15543,69.0
15544,70.0
15545,71.0
15546,72.0
15547,73.0
15548,74.0
15549,75.0
15550,76.0
15551,77.0
15552,78.0
15553,79.0
15554,80.0
15555,81.0
15556,82.0
15557,83.0
15558,84.0
15559,85.0
15560,86.0
15561,87.0
15562,88.0
15563,89.0
15564,90.0
15565,91.0
15566,92.0
15567,93.0
15568,94.0
15569,95.0
15570,96.0
15571,97.0
15572,98.0
15573,99.0
15574,100.0
15575,101.0
15576,102.0
15577,103.0
15578,104.0
15579,1.0
15580,2.0
15581,3.0
15582,4.0
15583,5.0
